relative_path,true_label,predicted_label,confidence,routing,repeat,voronoi_ms,voronoi_status,colorwheel_analysis_ms,colorwheel_worker_wall_ms,colorwheel_status,downstream_total_ms,overall_status
lines/lines_19.png,lines,lines,0.9978190660476685,colorwheel,2,,not_applicable,,120085.66710000014,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_19.png,lines,lines,0.9978190660476685,colorwheel,3,,not_applicable,,120078.17259999865,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_20.png,lines,lines,0.9723218083381653,colorwheel,1,,not_applicable,,120092.75979999802,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_20.png,lines,lines,0.9723218083381653,colorwheel,2,,not_applicable,,120080.66739999776,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_20.png,lines,lines,0.9723218083381653,colorwheel,3,,not_applicable,,120098.86589999951,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
mixed/Mixed_01.png,mixed,mixed,0.539850115776062,voronoi+colorwheel,1,13350.274399999762,completed,,120087.64079999673,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,13350.274399999762,partial_or_failed
mixed/Mixed_01.png,mixed,mixed,0.539850115776062,voronoi+colorwheel,2,13090.628499998274,completed,,120088.20879999985,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,13090.628499998274,partial_or_failed
mixed/Mixed_01.png,mixed,mixed,0.539850115776062,voronoi+colorwheel,3,13223.800600000686,completed,,120092.18260000125,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,13223.800600000686,partial_or_failed
mixed/Mixed_03.png,mixed,mixed,0.5517905354499817,voronoi+colorwheel,1,2590.080999998463,completed,22977.750000001834,25775.603400001273,completed,25567.831000000297,completed
mixed/Mixed_03.png,mixed,mixed,0.5517905354499817,voronoi+colorwheel,2,2757.903699999588,completed,22603.355199997168,25410.940100002335,completed,25361.258899996756,completed
