replicate,dice,iou,pixel_precision,pixel_recall,specificity,pixel_accuracy
228,0.8417517469988168,0.7316314298411594,0.8547711271780497,0.8352639382812365,0.9570608014157216,0.9320997740548448
229,0.8558840111211532,0.7485424029136099,0.8599193895267767,0.8519907928622371,0.9546431832439448,0.9376082759236329
230,0.8546221066590456,0.7468551139070513,0.8603036542789806,0.849093176978321,0.9617997948219099,0.9408070944430297
231,0.8549291503850823,0.7470214030833318,0.8597431674703011,0.850225378329838,0.9608696624460648,0.9406078477753996
232,0.8438786999872353,0.7348640721075477,0.8573329104042432,0.836935992717411,0.9607129774240336,0.9356908009532797
233,0.8459686562933288,0.737840553525065,0.8585439236105599,0.8399061405137701,0.9645070722727808,0.9377192308492048
234,0.8448765181203716,0.7363127904740295,0.8575709363758915,0.8386974062338686,0.9568023259793031,0.9328924710309718
235,0.8343157835165131,0.7245000709226843,0.8559749222453595,0.8255541264055047,0.9534886989574605,0.9222916582930918
236,0.8266232517195041,0.7166623578593364,0.8577941413197057,0.8147606871612987,0.9618582766003126,0.9245180642576311
237,0.84271370467306,0.7330873968185597,0.854048066321949,0.8379322147489041,0.9654290144255203,0.9400003561180006
238,0.857570930181598,0.7511209085261019,0.8627600733024954,0.8525029192108008,0.9602446272555915,0.9399109598843958
239,0.8519815142313554,0.7430237737591671,0.8568477533310025,0.8472410364818574,0.9585508469723044,0.937901891881545
240,0.8495808197368536,0.7435444560759358,0.8636240240111722,0.8420640225601226,0.9670752334533412,0.9405478419002758
241,0.843842128538975,0.7348609208026143,0.8566432818873855,0.8375834920726917,0.9589852087496891,0.9321539847021688
242,0.8381506013204063,0.7304055779281303,0.8597516146713633,0.8294646229039893,0.9650322408180366,0.9320559883548905
243,0.8499062569763126,0.7397473989316725,0.853104188742097,0.8468382304964834,0.9565035238338524,0.9382363242665316
244,0.8444880100283528,0.7357625729196806,0.8582272282281245,0.8372686460811539,0.9520544885400477,0.9279511698323586
245,0.8344250568689076,0.7244555010884397,0.8556167180408787,0.8261664351841579,0.9533880279848742,0.9224212919988497
246,0.8492720037856085,0.7428950128030223,0.8622030949269507,0.8428345398178568,0.9663767100240684,0.9420459386009564
247,0.8240985608922277,0.7135257725654677,0.8549150573764994,0.8126111400828067,0.9613893068999141,0.9214586671219693
248,0.845039799893856,0.7368915515385903,0.8580612392051471,0.8385653721748402,0.9556139677946855,0.9304132102224969
249,0.8264759703716387,0.7167085619562837,0.8575818869160959,0.8146983737767577,0.9528354453473092,0.9159470550723001
